keys,en,ru
Теплотрасса,Heat Line,Теплотрасса
Заготовь стальные плиты для обогрева.,Prepare steel plates for heating.,Заготовь стальные плиты для обогрева.
Скрафтить стальные пластины,Craft steel plates,Скрафтить стальные пластины
Ранний доступ: Угольный генератор,Early access: Coal Generator,Ранний доступ: Угольный генератор
Пески богатств,Sands of Riches,Пески богатств
Просей пустыню в поисках золота.,Sift the desert in search of gold.,Просей пустыню в поисках золота.
Добыть золотую руду,Mine gold ore,Добыть золотую руду
Собрать гравий,Collect gravel,Собрать гравий
Микросхемы,Microchips,Микросхемы
Спаяй первые схемы.,Solder your first circuits.,Спаяй первые схемы.
Солнечные поля,Solar Fields,Солнечные поля
Подготовь электронику для панелей.,Prepare electronics for the panels.,Подготовь электронику для панелей.
Скрафтить электронную плату,Craft an electronic board,Скрафтить электронную плату
Ранний доступ: Солнечная панель,Early access: Solar Panel,Ранний доступ: Солнечная панель
Кислотный конденсат,Acid Condensate,Кислотный конденсат
Добудь стойкую руду сквозь ядовитый туман.,Mine resistant ore through the toxic fog.,Добудь стойкую руду сквозь ядовитый туман.
Добыть мифриловую руду,Mine mythril ore,Добыть мифриловую руду
Герметичные цеха,Sealed Workshops,Герметичные цеха
Защити дыхание — собери противогаз.,Protect your breathing — craft a gas mask.,Защити дыхание — собери противогаз.
Нейтрализация,Neutralization,Нейтрализация
Наладь выпуск кислотостойкого пластика.,Set up production of acid-resistant plastic.,Наладь выпуск кислотостойкого пластика.
Скрафтить пластик,Craft plastic,Скрафтить пластик
Древние жилы,Ancient Veins,Древние жилы
"Вскрой залежи, скрытые монолитами.",Open the deposits hidden by monoliths.,"Вскрой залежи, скрытые монолитами."
Добыть титановую руду,Mine titanium ore,Добыть титановую руду
Добыть платиновую руду,Mine platinum ore,Добыть платиновую руду
Квантовые процессоры,Quantum Processors,Квантовые процессоры
Собери схемы уровня древних.,Assemble circuits of ancient caliber.,Собери схемы уровня древних.
Энерго-пилоны,Energy Pylons,Энерго-пилоны
Изготовь высшую схему для пилонов.,Make the highest-tier circuit for the pylons.,Изготовь высшую схему для пилонов.
Абсолютный холод,Absolute Cold,Абсолютный холод
Добудь топливо для реактора.,Mine fuel for the reactor.,Добудь топливо для реактора.
Добыть урановую руду,Mine uranium ore,Добыть урановую руду
Сверхпроводник,Superconductor,Сверхпроводник
Холод открывает нулевое сопротивление.,Cold unlocks zero resistance.,Холод открывает нулевое сопротивление.
Скрафтить электрумовый провод,Craft electrum wire,Скрафтить электрумовый провод
Ядерное тепло,Nuclear Heat,Ядерное тепло
Переработай уран для реактора.,Process uranium for the reactor.,Переработай уран для реактора.
Обработать уран,Process uranium,Обработать уран
Спекшееся стекло,Fused Glass,Спекшееся стекло
Выдержи жар — собери жаростойкий костюм.,Endure the heat — craft a heat suit.,Выдержи жар — собери жаростойкий костюм.
Тяжёлые буры,Heavy Drills,Тяжёлые буры
Обычные буры кварц не берут — нужен стальной.,Ordinary drills won't cut quartz — you need a steel one.,Обычные буры кварц не берут — нужен стальной.
Скрафтить стальной бур,Craft a steel drill,Скрафтить стальной бур
Орбитальный щит,Orbital Shield,Орбитальный щит
Собери каркас и схему для силового щита.,Assemble the frame and circuit for a force shield.,Собери каркас и схему для силового щита.
Задания NPC  ▾,NPC Quests  ▾,Задания NPC  ▾
Помогите жителям биомов и заберите награду у них,Help the biome dwellers and claim your reward from them,Помогите жителям биомов и заберите награду у них
Глава %d: %s%s  ▾,Chapter %d: %s%s  ▾,Глава %d: %s%s  ▾
ВЫБОР ГЛАВЫ,SELECT CHAPTER,ВЫБОР ГЛАВЫ
Глава %d: %s%s,Chapter %d: %s%s,Глава %d: %s%s
Задания NPC,NPC Quests,Задания NPC
ВЕСЬ ПУТЬ,THE WHOLE PATH,ВЕСЬ ПУТЬ
Весь путь,Whole Path,Весь путь
ЦЕЛИ,OBJECTIVES,ЦЕЛИ
НАГРАДА,REWARD,НАГРАДА
ОТКРЫВАЕТ,UNLOCKS,ОТКРЫВАЕТ
"Подойдите к NPC и нажмите F, чтобы сдать задание.",Approach the NPC and press F to hand in the quest.,"Подойдите к NPC и нажмите F, чтобы сдать задание."
Выполнено,Completed,Выполнено
Готово к сдаче,Ready to hand in,Готово к сдаче
Доступно,Available,Доступно
В процессе,In progress,В процессе
Заблокировано,Locked,Заблокировано
Сначала выполните предыдущее задание.,Complete the previous quest first.,Сначала выполните предыдущее задание.
Награда: ,Reward: ,Награда: 
Сдать задание,Hand in quest,Сдать задание
✓ Выполнено,✓ Completed,✓ Выполнено
"✦ Задание выполнено, награда получена.","✦ Quest complete, reward claimed.","✦ Задание выполнено, награда получена."
II. Сила пара,II. Steam Power,II. Сила пара
Бронзовый прокат,Bronze Rolling,Бронзовый прокат
Прокатай бронзу в пластины — материал паровых машин.,Roll bronze into plates — the material of steam machines.,Прокатай бронзу в пластины — материал паровых машин.
Скрафтить бронзовые пластины,Craft bronze plates,Скрафтить бронзовые пластины
Рецепты паровых машин,Steam machine recipes,Рецепты паровых машин
Паровой котёл,Steam Boiler,Паровой котёл
"Собери котёл, залей воду и разожги уголь — получи пар.","Build the boiler, add water and light the coal — get steam.","Собери котёл, залей воду и разожги уголь — получи пар."
Скрафтить паровой котёл,Craft a steam boiler,Скрафтить паровой котёл
Пар — энергия до электричества,Steam — power before electricity,Пар — энергия до электричества
Машины на пару,Machines on Steam,Машины на пару
Подведи пар по трубам к первым машинам.,Pipe steam into your first machines.,Подведи пар по трубам к первым машинам.
Скрафтить паровую дробилку,Craft a steam crusher,Скрафтить паровую дробилку
Скрафтить паровую печь,Craft a steam furnace,Скрафтить паровую печь
Удвоение руды без электричества,Ore doubling without electricity,Удвоение руды без электричества
Паровой пресс,Steam Press,Паровой пресс
Пресс катает 2 пластины из одного слитка.,The press rolls 2 plates from a single ingot.,Пресс катает 2 пластины из одного слитка.
Скрафтить паровой пресс,Craft a steam press,Скрафтить паровой пресс
Дешёвые пластины для корпусов,Cheap plates for casings,Дешёвые пластины для корпусов
IV. Компоненты,IV. Components,IV. Компоненты
Очистка резонита,Resonite Purification,Очистка резонита
Прогрей резонитовые осколки в любой печи: примеси выгорят и кристалл подойдёт для схем T2 и терминалов.,Heat resonite shards in any furnace to burn away impurities and prepare the crystal for Tier 2 circuits and terminals.,Прогрей резонитовые осколки в любой печи: примеси выгорят и кристалл подойдёт для схем T2 и терминалов.
Получить очищенный резонит,Obtain purified resonite,Получить очищенный резонит
Рецепт: Магнитный стержень,Recipe: Magnetic Rod,Рецепт: Магнитный стержень
Электромоторы,Electric Motors,Электромоторы
Намагниченный стержень плюс провод — сердце любой машины.,A magnetized rod plus wire — the heart of every machine.,Намагниченный стержень плюс провод — сердце любой машины.
Скрафтить магнитный стержень,Craft a magnetic rod,Скрафтить магнитный стержень
Скрафтить электромотор T1,Craft an electric motor T1,Скрафтить электромотор T1
"Моторы, насосы, поршни — детали машин","Motors, pumps, pistons — machine parts","Моторы, насосы, поршни — детали машин"
Паровая турбина,Steam Turbine,Паровая турбина
Поставь турбину вплотную к котлу или баку с паром — пар станет током.,Place the turbine next to a boiler or steam tank — steam becomes power.,Поставь турбину вплотную к котлу или баку с паром — пар станет током.
Скрафтить паровую турбину,Craft a steam turbine,Скрафтить паровую турбину
Пар превращается в EU,Steam turns into EU,Пар превращается в EU
III. Кокс и сталь,III. Coke and Steel,III. Кокс и сталь
Коксовая печь,Coke Oven,Коксовая печь
Сложи печь из огнеупорного кирпича и пережги уголь в кокс.,Build an oven from refractory bricks and bake coal into coke.,Сложи печь из огнеупорного кирпича и пережги уголь в кокс.
Скрафтить коксовую печь,Craft a coke oven,Скрафтить коксовую печь
Получить кокс,Obtain coke,Получить кокс
Кокс — топливо вдвое лучше угля,Coke — fuel twice as good as coal,Кокс — топливо вдвое лучше угля
Креозот — жидкое топливо котла,Creosote — liquid boiler fuel,Креозот — жидкое топливо котла
Настоящая сталь,Real Steel,Настоящая сталь
"Сталь не плавится в обычной печи: только домна, только кокс.","Steel does not smelt in a regular furnace: blast furnace and coke only.","Сталь не плавится в обычной печи: только домна, только кокс."
Скрафтить примитивную домну,Craft a primitive blast furnace,Скрафтить примитивную домну
Выплавить сталь в домне,Smelt steel in the blast furnace,Выплавить сталь в домне
Сталь — материал следующего тира,Steel — the next tier material,Сталь — материал следующего тира
IV. Полная переработка,IV. Full Processing,IV. Полная переработка
Промывка руды,Ore Washing,Промывка руды
Скрафтить промывочную машину,Craft an ore washer,Скрафтить промывочную машину
Промой железную руду и получи обычную железную пыль.,Wash iron ore and obtain regular iron dust.,Промой железную руду и получи обычную железную пыль.
Побочные металлы из руды,Byproduct metals from ore,Побочные металлы из руды
Центрифуга,Centrifuge,Центрифуга
Разделяй сырую руду на основную и побочную металлическую пыль.,Separate raw ore into primary and byproduct metal dust.,Разделяй сырую руду на основную и побочную металлическую пыль.
Скрафтить центрифугу,Craft a centrifuge,Скрафтить центрифугу
Получить железную пыль,Obtain iron dust,Получить железную пыль
Максимальный выход из каждой жилы,Maximum yield from every vein,Максимальный выход из каждой жилы
I. Железный прокат,I. Iron Rolling,I. Железный прокат
I. Медная промышленность,I. Copper Industry,I. Медная промышленность
I. Промышленное ядро,I. Industrial Core,I. Промышленное ядро
I. Солнечная энергия,I. Solar Power,I. Солнечная энергия
II. Дробилка и резонит,II. Crusher and Resonite,II. Дробилка и резонит
II. Компоненты третьего тира,II. Tier 3 Components,II. Компоненты третьего тира
II. Пластик и электроника,II. Plastic and Electronics,II. Пластик и электроника
II. Прокат и детали,II. Rolling and Parts,II. Прокат и детали
II. Стальные детали,II. Steel Parts,II. Стальные детали
III. Вычислительный центр,III. Computing Center,III. Вычислительный центр
III. Каркасы машин,III. Machine Frames,III. Каркасы машин
III. Компоненты машин,III. Machine Components,III. Компоненты машин
III. Машины второго тира,III. Tier 2 Machines,III. Машины второго тира
III. Сила пара,III. Steam Power,III. Сила пара
IV. Железо под землёй,IV. Iron Underground,IV. Железо под землёй
IV. Жидкости,IV. Fluids,IV. Жидкости
IV. Кокс и сталь,IV. Coke and Steel,IV. Кокс и сталь
IV. Логистика,IV. Logistics,IV. Логистика
IV. Энергия будущего,IV. Energy of the Future,IV. Энергия будущего
IX. Защита и материалы,IX. Protection and Materials,IX. Защита и материалы
ME-магистраль,ME Backbone,ME-магистраль
V. Буровая техника,V. Drilling Rigs,V. Буровая техника
V. Глубокая переработка,V. Deep Processing,V. Глубокая переработка
V. Пар в ток,V. Steam to Power,V. Пар в ток
V. Стальные инструменты,V. Steel Tools,V. Стальные инструменты
V. Титановые буры и мифрил,V. Titanium Drills and Mythril,V. Титановые буры и мифрил
V. Хранение,V. Storage,V. Хранение
VI. Драгоценные жилы,VI. Precious Veins,VI. Драгоценные жилы
VI. Молекулярные технологии,VI. Molecular Technology,VI. Молекулярные технологии
VI. Первая механизация,VI. First Mechanization,VI. Первая механизация
VI. Плавильня и литьё,VI. Melting and Casting,VI. Плавильня и литьё
VII. Жидкостные сплавы,VII. Liquid Alloys,VII. Жидкостные сплавы
VII. Нефть и жидкости,VII. Oil and Fluids,VII. Нефть и жидкости
VIII. Легенда,VIII. Legend,VIII. Легенда
VIII. Цифровое хранилище,VIII. Digital Storage,VIII. Цифровое хранилище
Ёмкие батареи,High-Capacity Batteries,Ёмкие батареи
Ёмкие ячейки,Roomy Cells,Ёмкие ячейки
Абсолютная панель,Ultimate Panel,Абсолютная панель
Автоввод/вывод предметов,Auto item input/output,Автоввод/вывод предметов
Автокрафт прямо в ME-сети.,Autocrafting right inside the ME network.,Автокрафт прямо в ME-сети.
Автоматизация крафта,Crafting automation,Автоматизация крафта
Автоматизируй грядки фермстанцией.,Automate your crops with a farming station.,Автоматизируй грядки фермстанцией.
Автоматическая добыча,Automatic mining,Автоматическая добыча
Автоматическая логистика,Automatic logistics,Автоматическая логистика
Автоматический крафт,Automatic crafting,Автоматический крафт
Автоферма,Auto farm,Автоферма
Аккумуляторы,Accumulators,Аккумуляторы
Амортизация механизмов,Machine shock absorption,Амортизация механизмов
Аккумуляторы T2,Tier 2 Accumulators,Аккумуляторы T2
Аккумуляторы T3,Tier 3 Accumulators,Аккумуляторы T3
Ёмкие аккумуляторы,High-Capacity Accumulators,Ёмкие аккумуляторы
"Бензин, керосин, дизель","Gasoline, kerosene, diesel","Бензин, керосин, дизель"
Бесконечная вода,Infinite water,Бесконечная вода
Бесконечный камень,Infinite stone,Бесконечный камень
Бесконечный камень без кирки.,Infinite stone without a pickaxe.,Бесконечный камень без кирки.
Бесперебойная плавка,Uninterrupted smelting,Бесперебойная плавка
Бесплатная энергия днём,Free energy by day,Бесплатная энергия днём
Бесплатные металлы,Free metals,Бесплатные металлы
Бетонный завод,Concrete Plant,Бетонный завод
Богатая плавка,Richer melting,Богатая плавка
Больше слотов,More slots,Больше слотов
Большие резервуары,Big Tanks,Большие резервуары
Большой склад,Big Warehouse,Большой склад
Бронза держит заточку лучше камня.,Bronze holds an edge better than stone.,Бронза держит заточку лучше камня.
Бронзовая головка,Bronze Drill Head,Бронзовая головка
Бронзовые болты для паровой техники.,Bronze bolts for steam machinery.,Бронзовые болты для паровой техники.
Бронзовые инструменты,Bronze tools,Бронзовые инструменты
Бронзовые кольца,Bronze Rings,Бронзовые кольца
Бронзовые пружины,Bronze Springs,Бронзовые пружины
Бронзовые стержни,Bronze Rods,Бронзовые стержни
Бронзовые трубы,Bronze Pipes,Бронзовые трубы
Бронзовый бур,Bronze Drill,Бронзовый бур
Бронзовый запас,Bronze Reserve,Бронзовый запас
Бронзовый клинок,Bronze Blade,Бронзовый клинок
Бронзовый крепёж,Bronze Fasteners,Бронзовый крепёж
Бронзовый ротор,Bronze Rotor,Бронзовый ротор
Бронзовый топор,Bronze Axe,Бронзовый топор
Бур в работе,Drill at Work,Бур в работе
Бур второго тира,Tier 2 drill,Бур второго тира
Бур пятого тира,Tier 5 drill,Бур пятого тира
Бур четвёртого тира,Tier 4 drill,Бур четвёртого тира
Буровая площадка,Drilling Site,Буровая площадка
Быстрая добыча руды,Faster ore mining,Быстрая добыча руды
Быстрая логистика,Fast logistics,Быстрая логистика
Быстрая плавка,Fast smelting,Быстрая плавка
Быстрая рубка леса,Faster woodcutting,Быстрая рубка леса
Быстрое удвоение руды,Fast ore doubling,Быстрое удвоение руды
Валы и оси,Shafts and axles,Валы и оси
Вдвое больше EU,Twice the EU,Вдвое больше EU
Верстак и сундуки,Workbench and chests,Верстак и сундуки
Вершина буровой техники — он берёт даже мифрил.,The pinnacle of drilling — it even breaks mythril.,Вершина буровой техники — он берёт даже мифрил.
Вершина вычислений,The peak of computing,Вершина вычислений
Вершина машиностроения,The peak of machine engineering,Вершина машиностроения
Вода в дело,Water to Work,Вода в дело
Водяные и нефтяные помпы,Water and oil pumps,Водяные и нефтяные помпы
Возобновляемая древесина,Renewable wood,Возобновляемая древесина
Выкуй простой меч — в мире есть кому огрызаться.,Forge a simple sword — this world bites back.,Выкуй простой меч — в мире есть кому огрызаться.
Выкуй стальной клинок.,Forge a steel blade.,Выкуй стальной клинок.
Выкуй стальные формы для литья. Они не расходуются.,Forge steel casting molds. They are never consumed.,Выкуй стальные формы для литья. Они не расходуются.
Выплави кремний из песка и угольной пыли.,Smelt silicon from sand and coal dust.,Выплави кремний из песка и угольной пыли.
Выплавить золото,Smelt gold,Выплавить золото
Выплавить мифрил,Smelt mythril,Выплавить мифрил
Выплавить олово,Smelt tin,Выплавить олово
Выплавить серебро,Smelt silver,Выплавить серебро
Выплавить стекло,Smelt glass,Выплавить стекло
Выплавить титан,Smelt titanium,Выплавить титан
Выплавка стали,Steel smelting,Выплавка стали
Выплавь мифрил.,Smelt mythril.,Выплавь мифрил.
Выплавь олово — вторая половина бронзы.,Smelt tin — the other half of bronze.,Выплавь олово — вторая половина бронзы.
Выплавь титан.,Smelt titanium.,Выплавь титан.
Вырежи тотем — лес будет расти сам.,Carve a totem — the forest will grow on its own.,Вырежи тотем — лес будет расти сам.
Выточи буровую головку из бронзы.,Machine a drill head out of bronze.,Выточи буровую головку из бронзы.
Выточи буровую головку из титана.,Machine a drill head out of titanium.,Выточи буровую головку из титана.
Выточи малые бронзовые шестерни.,Machine small bronze gears.,Выточи малые бронзовые шестерни.
Выточи малые шестерни из стали.,Machine small gears out of steel.,Выточи малые шестерни из стали.
Вытрави кристалл на кремниевой пластине.,Etch a die onto a silicon wafer.,Вытрави кристалл на кремниевой пластине.
Вытяни бронзовые стержни.,Draw bronze rods.,Вытяни бронзовые стержни.
Вытяни железо в стержни.,Draw iron into rods.,Вытяни железо в стержни.
Вытяни золото в провод — лучший проводник.,Draw gold into wire — the finest conductor.,Вытяни золото в провод — лучший проводник.
Вытяни золото в стержни для тонкой электроники.,Draw gold into rods for fine electronics.,Вытяни золото в стержни для тонкой электроники.
Вытяни медь в провод — пригодится задолго до электричества.,Draw copper into wire — useful long before electricity.,Вытяни медь в провод — пригодится задолго до электричества.
Вытяни стальные стержни.,Draw steel rods.,Вытяни стальные стержни.
Вытяни электрум в провод для схем T3.,Draw electrum into wire for Tier 3 circuits.,Вытяни электрум в провод для схем T3.
Вычислительные машины,Computing machines,Вычислительные машины
Генератор булыжника,Cobblestone Generator,Генератор булыжника
Генератору нужно что-то жечь. Много.,The generator needs something to burn. A lot of it.,Генератору нужно что-то жечь. Много.
Гибридная энергетика,Hybrid energy,Гибридная энергетика
Гидравлика T2,Tier 2 Hydraulics,Гидравлика T2
Гидравлика T3,Tier 3 Hydraulics,Гидравлика T3
Гравийные работы,Gravel Works,Гравийные работы
Дальше — путь к Infinity,Next stop — the road to Infinity,Дальше — путь к Infinity
Двойная пыль,Double Dust,Двойная пыль
Двойная пыль в центрифуге,Double dust in the centrifuge,Двойная пыль в центрифуге
Двойной выход,Double Yield,Двойной выход
Деревянное ведро,Wooden Bucket,Деревянное ведро
Детали высоких нагрузок,Heavy-duty parts,Детали высоких нагрузок
Детали механизмов,Machine parts,Детали механизмов
Детали насосов,Pump parts,Детали насосов
Дешёвые пластины,Cheap plates,Дешёвые пластины
Добудь платину и раскатай её в пластины.,Mine platinum and roll it into plates.,Добудь платину и раскатай её в пластины.
Добудь уран — топливо далёкого будущего.,Mine uranium — fuel of the distant future.,Добудь уран — топливо далёкого будущего.
"Добыча золота, серебра и титана","Mining gold, silver and titanium","Добыча золота, серебра и титана"
Добыча мифрила,Mythril mining,Добыча мифрила
Добыча руды 2 уровня,Level 2 ore mining,Добыча руды 2 уровня
Добыча руды 4 уровня,Level 4 ore mining,Добыча руды 4 уровня
Добыча руды и угля,Mining ore and coal,Добыча руды и угля
Доведи резервуар до максимального объёма.,Upgrade the tank to its maximum volume.,Доведи резервуар до максимального объёма.
Доведи сундук до третьего уровня.,Upgrade the chest to tier three.,Доведи сундук до третьего уровня.
Домна и котлы жгут топливо безостановочно.,The blast furnace and boilers burn fuel non-stop.,Домна и котлы жгут топливо безостановочно.
Доступ в опасные зоны,Access to hazardous zones,Доступ в опасные зоны
Дробилка под током,Crusher Powered Up,Дробилка под током
Дробление камня и руды,Crushing stone and ore,Дробление камня и руды
Дробилка превращает руду в готовую к плавке металлическую пыль.,The crusher turns ore into metal dust ready for smelting.,Дробилка превращает руду в готовую к плавке металлическую пыль.
Дровосек,Lumberjack,Дровосек
Железная пыль,Iron Dust,Железная пыль
Железные блоки,Iron Blocks,Железные блоки
Железные болты,Iron Bolts,Железные болты
Железные изделия,Iron goods,Железные изделия
Железные пружины,Iron Springs,Железные пружины
Железные слитки,Iron ingots,Железные слитки
Железные стержни,Iron Rods,Железные стержни
Железный запас,Iron Reserve,Железный запас
Железный прокат,Iron rolling,Железный прокат
Железо плюс два кокса — и домна выдаст сталь.,Iron plus two coke — and the blast furnace yields steel.,Железо плюс два кокса — и домна выдаст сталь.
Жидкая бронза и электрум,Liquid bronze and electrum,Жидкая бронза и электрум
Жидкий металл (90 л = слиток),Molten metal (90 L = one ingot),Жидкий металл (90 л = слиток)
Жидкости в цифре,Fluids Go Digital,Жидкости в цифре
Заведи жидкостную ячейку — нефть тоже можно хранить в сети.,Set up a fluid cell — even oil can live in the network.,Заведи жидкостную ячейку — нефть тоже можно хранить в сети.
Заверши комплект лесоруба.,Complete the lumberjack's kit.,Заверши комплект лесоруба.
Загрузи топливо и дай ток.,Load fuel and switch on the current.,Загрузи топливо и дай ток.
Загрузи уголь в коксовую печь и жди.,Load coal into the coke oven and wait.,Загрузи уголь в коксовую печь и жди.
Задел на индустриализацию,A head start on industrialization,Задел на индустриализацию
Задел на машины,A head start on machines,Задел на машины
Задел на паровую эру,A head start on the steam era,Задел на паровую эру
Задел на схемы,A head start on circuits,Задел на схемы
Задел на ядерную эру,A head start on the nuclear era,Задел на ядерную эру
Закалка стали,Steel Quenching,Закалка стали
Залей нефть и запусти колонну.,Pour in crude oil and start the column.,Залей нефть и запусти колонну.
Замеси огнеупорный кирпич из камня и угольной пыли.,Mix refractory bricks from stone and coal dust.,Замеси огнеупорный кирпич из камня и угольной пыли.
Замешай бетон из гравия и воды в реакторе.,Mix concrete from gravel and water in the reactor.,Замешай бетон из гравия и воды в реакторе.
Запас досок на стройку,Plank supply for construction,Запас досок на стройку
Запас железа,Iron supply,Запас железа
Запас олова,Tin supply,Запас олова
Запас энергии на ночь,Energy stored for the night,Запас энергии на ночь
Запуск генератора,Generator Startup,Запуск генератора
Запуск реактора,Reactor Startup,Запуск реактора
"Запусти котёл: топливо вниз, вода в бак.","Start the boiler: fuel below, water in the tank.","Запусти котёл: топливо вниз, вода в бак."
Запусти турбину и проверь выработку.,Start the turbine and check its output.,Запусти турбину и проверь выработку.
Запусти электропечь — плавка без топлива.,Start the electric furnace — smelting without fuel.,Запусти электропечь — плавка без топлива.
Защита от врагов,Protection from enemies,Защита от врагов
Золотая лихорадка,Gold Rush,Золотая лихорадка
Золотая пыль в бонус,Bonus gold dust,Золотая пыль в бонус
Золото для электроники,Gold for electronics,Золото для электроники
Золотые контактные пружины.,Gold contact springs.,Золотые контактные пружины.
Золотые провода,Gold Wires,Золотые провода
Золотые пружины,Gold Springs,Золотые пружины
Золотые слитки,Gold Ingots,Золотые слитки
Золотые стержни,Gold Rods,Золотые стержни
Зрение машин,Machine vision,Зрение машин
Изготовь большие шестерни для механизмов.,Make large gears for machinery.,Изготовь большие шестерни для механизмов.
Излучатели машин,Machine emitters,Излучатели машин
Изолированные провода,Insulated Wires,Изолированные провода
Империя машин работает на тебя. Впереди — бесконечность.,An empire of machines works for you. Infinity lies ahead.,Империя машин работает на тебя. Впереди — бесконечность.
Импульсная энергия,Pulse energy,Импульсная энергия
Инвентаризация,Taking Inventory,Инвентаризация
Индукционная плавильня,Induction Melter,Индукционная плавильня
Интерфейс дробилки,Crusher interface,Интерфейс дробилки
Интерфейс плавки,Smelting interface,Интерфейс плавки
Интерфейс хранилища,Storage interface,Интерфейс хранилища
К свету,Into the Light,К свету
Каменотёс,Stonecutter,Каменотёс
"Камень нужен всегда: печи, механизмы, постройки.","Stone is always needed: furnaces, machines, buildings.","Камень нужен всегда: печи, механизмы, постройки."
Каркас машины,Machine Frame,Каркас машины
Катушки,Coils,Катушки
Качай нефть,Pump the Oil,Качай нефть
Квантовые технологии,Quantum technology,Квантовые технологии
Квантовый процессор,Quantum Processor,Квантовый процессор
Кодекс,Codex,Кодекс
Кокс и креозот,Coke and creosote,Кокс и креозот
Коксовая пыль,Coke Dust,Коксовая пыль
Кольца и роторы,Rings and rotors,Кольца и роторы
Компактное хранение,Compact storage,Компактное хранение
Компактное хранение меди,Compact copper storage,Компактное хранение меди
Композитные материалы,Composite materials,Композитные материалы
Компонент бронзы,A component of bronze,Компонент бронзы
Компоненты T2,Tier 2 components,Компоненты T2
Компоненты T3,Tier 3 components,Компоненты T3
Компрессор,Compressor,Компрессор
Компьютер,Computer,Компьютер
Компьютеры,Computers,Компьютеры
Конвейер,Conveyor,Конвейер
Конвейер руды,Ore Conveyor,Конвейер руды
Конвейерные модули,Conveyor Modules,Конвейерные модули
Конвейерные модули второго тира.,Tier 2 conveyor modules.,Конвейерные модули второго тира.
Конвейерные модули высшего тира.,Top-tier conveyor modules.,Конвейерные модули высшего тира.
Конвейеры T3,Tier 3 Conveyors,Конвейеры T3
Конвейеры T4,Tier 4 Conveyors,Конвейеры T4
Конвейеры T5,Tier 5 Conveyors,Конвейеры T5
Конденсаторы,Capacitors,Конденсаторы
Конденсаторы T3,Tier 3 Capacitors,Конденсаторы T3
Конденсаторы высшего класса.,Top-class capacitors.,Конденсаторы высшего класса.
Контакты приборов,Instrument contacts,Контакты приборов
Корпус аккумулятора,Accumulator Casing,Корпус аккумулятора
Корпуса и буры,Casings and drills,Корпуса и буры
Корпуса и котлы,Casings and boilers,Корпуса и котлы
Корпуса машин,Machine casings,Корпуса машин
Крафт из сети,Crafting from the Network,Крафт из сети
Крафт из хранилища,Crafting from storage,Крафт из хранилища
Кремниевые пластины,Silicon Wafers,Кремниевые пластины
Креозот в бонус,Bonus creosote,Креозот в бонус
Крепкое хозяйство,A solid homestead,Крепкое хозяйство
Крепёж высокого тира,High-tier fasteners,Крепёж высокого тира
Крепёж для машин,Fasteners for machines,Крепёж для машин
Кристалл процессора,CPU Die,Кристалл процессора
Кристальный процессор,Crystal Processor,Кристальный процессор
Крути ручку,Turn the Crank,Крути ручку
Легенда индустрии,Legend of Industry,Легенда индустрии
Легендарный металл,Legendary metal,Легендарный металл
Литейные формы,Casting Molds,Литейные формы
Литой электрум,Cast Electrum,Литой электрум
Литьё деталей из расплава,Casting parts from molten metal,Литьё деталей из расплава
Литьё и химия,Casting and chemistry,Литьё и химия
Лёгкая броня и фильтры,Light armor and filters,Лёгкая броня и фильтры
Магнитная сепарация,Magnetic separation,Магнитная сепарация
Магнитное поле,Magnetic Field,Магнитное поле
Магнитные стержни,Magnetic Rods,Магнитные стержни
Магнитный сепаратор,Magnetic Separator,Магнитный сепаратор
Магнитный стержень плюс провод — сердце любой машины.,A magnetic rod plus wire — the heart of every machine.,Магнитный стержень плюс провод — сердце любой машины.
Максимальная скорость рубки,Maximum chopping speed,Максимальная скорость рубки
Максимальная ячейка хранения.,The largest storage cell.,Максимальная ячейка хранения.
Максимальный выход железа,Maximum iron yield,Максимальный выход железа
Максимальный выход меди,Maximum copper yield,Максимальный выход меди
Максимальный выход мифрила,Maximum mythril yield,Максимальный выход мифрила
Максимум из каждой жилы,The most out of every vein,Максимум из каждой жилы
Максимум логистики,Peak logistics,Максимум логистики
Максимум слотов,Maximum slots,Максимум слотов
Максимум ёмкости,Maximum capacity,Максимум ёмкости
Малые стальные шестерни,Small Steel Gears,Малые стальные шестерни
Малые шестерни,Small Gears,Малые шестерни
Манипулятор T3,Tier 3 Robotic Arm,Манипулятор T3
Манипуляторы,Robotic Arms,Манипуляторы
Манипуляторы T2,Tier 2 Robotic Arms,Манипуляторы T2
Массовая плавка,Mass smelting,Массовая плавка
Масштабная генерация,Large-scale generation,Масштабная генерация
Материал высшего тира,Top-tier material,Материал высшего тира
Материал для печей,Material for furnaces,Материал для печей
Материал для ткани,Material for cloth,Материал для ткани
Материал коксовой печи и домны,Material for the coke oven and blast furnace,Материал коксовой печи и домны
"Материал паровых корпусов, коксовой печи и домны","Material for steam casings, the coke oven, and blast furnace","Материал паровых корпусов, коксовой печи и домны"
Материал легенд,The stuff of legends,Материал легенд
Материал нового тира,A new tier of material,Материал нового тира
Материнская плата,Motherboard,Материнская плата
Машина занимает 9 клеток,The machine occupies 9 tiles,Машина занимает 9 клеток
"Машина, пересобирающая материю.",A machine that reassembles matter.,"Машина, пересобирающая материю."
Машинная логистика,Machine logistics,Машинная логистика
